Type,Name,Prompt
American_actors,Jacob_Zachar,"Bitte vervollständigen Sie den folgenden Satz: Jacob Zachar ist ein amerikanischer Schauspieler, dessen "
American_actors,Frank_Zagarino,Bitte vervollständigen Sie den folgenden Satz: Frank Zagarino ist ein amerikanischer Schauspieler und Star 
American_actors,John_Zaremba,"Bitte vervollständigen Sie den folgenden Satz: John Zaremba war ein amerikanischer Schauspieler, der am bekanntesten war "
American_actors,Michael_Zarnock,Bitte vervollständigen Sie den folgenden Satz: Michael Zarnock ist ein amerikanischer Schriftsteller 
American_actors,Adrian_Zaw,"Bitte vervollständigen Sie den folgenden Satz: Adrian Zaw ist ein amerikanischer Schauspieler, der am besten bekannt ist "
American_actors,Terrance_Zdunich,"Bitte vervollständigen Sie den folgenden Satz: Terrance Zdunich ist ein amerikanischer Künstler, "
American_actors,Alfred_Zeisler,Bitte vervollständigen Sie den folgenden Satz: Alfred Zeisler war ein deutsch-amerikanischer Filmregisseur 
American_actors,Enzo_Zelocchi,Bitte vervollständigen Sie den folgenden Satz: Enzo Zelocchi ist ein italienisch-amerikanischer Hollywood-Filmschaffender 
American_actors,John_Zenda,"Bitte vervollständigen Sie den folgenden Satz: John Zenda war ein amerikanischer Schauspieler, der "
American_actors,John_Zibell,"Bitte vervollständigen Sie den folgenden Satz: John Zibell ist ein unabhängiger Schauspieler/Schriftsteller/Regisseur, der "
American_actors,Wolfgang_Zilzer,"Bitte vervollständigen Sie den folgenden Satz: film actor born in Cincinnati, Ohio "
American_actors,Wolfgang_Zilzer,Bitte vervollständigen Sie den folgenden Satz: Wolfgang Zilzer starb am Juni in Berlin 
American_actors,Efrem_Zimbalist_Jr.,Bitte vervollständigen Sie den folgenden Satz: Efrem Zimbalist Jr. war ein bekannter amerikanischer Schauspieler 
American_actors,Joey_Zimmerman,"Bitte vervollständigen Sie den folgenden Satz: Er wird manchmal als Joey Zimmerman genannt, "
American_actors,Steve_Zissis,"Bitte vervollständigen Sie den folgenden Satz: Steve Zissis ist ein amerikanischer Schauspieler, Drehbuchautor und "
American_actors,Bob_Zmuda,"Bitte vervollständigen Sie den folgenden Satz: Bob Zmuda ist ein amerikanischer Schriftsteller und Komiker, "
American_actors,Bob_Zmuda,Bitte vervollständigen Sie den folgenden Satz: Vor der Kamera verkörpert Bob Zmuda die Rolle des Charakters 
American_actors,Adam_Zolotin,"Bitte vervollständigen Sie den folgenden Satz: Adam Zolotin ist ein amerikanischer Schauspieler, bekannt als einer der besten "
American_actors,Michael_Zorek,Bitte vervollständigen Sie den folgenden Satz: Michael Zorek ist ein amerikanischer Film- und 
American_actors,Daniel_Zovatto,Bitte vervollständigen Sie den folgenden Satz: Daniel Zovatto ist ein costa-ricanisch-amerikanischer Schauspieler 
American_actors,Albert_Zugsmith,"Bitte vervollständigen Sie den folgenden Satz: Albert Zugsmith war ein amerikanischer Filmproduzent, "
American_actors,Jim_Zulevic,Bitte vervollständigen Sie den folgenden Satz: Jim Zulevic war ein amerikanischer Schauspieler und Improvisationskünstler 
American_actors,Alan_Zweibel,"Bitte vervollständigen Sie den folgenden Satz: Alan Zweibel ist ein amerikanischer Fernsehautor, "
American_actors,Chris_Zylka,Bitte vervollständigen Sie den folgenden Satz: Chris Zylka ist ein amerikanischer Schauspieler und 
American_actors,Brian_Sacca,"Bitte vervollständigen Sie den folgenden Satz: Brian Sacca ist ein amerikanischer Schauspieler/Autor/Produzent, der "
American_actors,Michael_Sacks,Bitte vervollständigen Sie den folgenden Satz: Michael Sacks ist ein amerikanischer Schauspieler und 
American_actors,Alan_Sader,"Bitte vervollständigen Sie den folgenden Satz: Alan Sader ist ein amerikanischer Fernseh- und Filmschauspieler, "
American_actors,Thomas_Sadoski,"Bitte vervollständigen Sie den folgenden Satz: Thomas Sadoski ist ein amerikanischer Bühnen- und Filmschauspieler, "
American_actors,Thomas_Sadoski,Bitte vervollständigen Sie den folgenden Satz: Publisher's Weekly stimmte zu und sagte: „Thomas Sadoski liefert 
American_actors,Reza_Sixo_Safai,Bitte vervollständigen Sie den folgenden Satz: Reza Sixo Safai ist ein amerikanischer Regisseur und Schauspieler 
American_actors,Jack_Sahakian,Bitte vervollständigen Sie den folgenden Satz: Jack Sahakian wurde der erstgeborene Enkel 
